date,symbol,name,open,high,low,close,adj_close,volume,return_1d,return_7d,return_30d,log_return_1d,sma_7,sma_30,sma_90,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_mid_20,bb_upper,bb_lower,bb_width,atr_14,volatility_30d,hl_range_pct,volume_sma_7,close_btc_ratio,feargreed_value,feargreed_class,mkt_sp500,mkt_nasdaq,mkt_gold,mkt_oil,mkt_vix,mkt_us10y,mkt_dxy,btc_hashrate_thps,btc_difficulty,btc_n_transactions,btc_active_addresses,btc_est_tx_volume_usd,btc_miner_revenue_usd,btc_tx_fees_usd,btc_circulating_supply,year,month,day_of_week,is_weekend
2018-10-24,ADA,Cardano,0.074612,0.075652,0.07415,0.074321,0.074321,14151400,-0.00564603,-0.03987959,-0.10190443,-0.00566202,0.07543172,0.0793534,0.09431621,0.07592877,0.0779157,32.47971823,-0.00198693,-0.00204618,5.925e-05,0.07755885,0.08751908,0.06759862,0.25684316,0.00399779,0.04108628,2.0209628,19500857.14285714,1.144e-05,23.0,Extreme Fear,2656.10009766,7108.39990234,1227.80004883,66.81999969,25.22999954,3.12400007,96.43000031,40347952.3516304,7182852313938.001,254091.0,478551.0,772529022.5145551,9185666.64055766,108885.39055766,17339937.5,2018,10,2,0
2018-10-25,ADA,Cardano,0.074289,0.074345,0.073163,0.073859,0.073859,12567300,-0.00621632,-0.01693043,-0.0884756,-0.00623572,0.07525,0.07911443,0.09329753,0.07561034,0.0776152,58.96695062,-0.00200486,-0.00203792,3.306e-05,0.07710225,0.08684894,0.06735556,0.25282506,0.00303557,0.04095751,1.60034306,17205557.14285714,1.14e-05,25.0,Extreme Fear,2705.57006836,7318.33984375,1229.09997559,67.33000183,24.21999931,3.13599992,96.68000031,48917428.9572864,7182852313938.001,254599.0,474715.0,813572559.956069,11078368.7086216,112299.95862162,17341650.0,2018,10,3,0
2018-10-26,ADA,Cardano,0.073748,0.07396,0.072679,0.073713,0.073713,13464800,-0.00197676,-0.02799469,-0.07251248,-0.00197872,0.07494672,0.07892233,0.09230123,0.07531844,0.07732615,51.7628578,-0.0020077,-0.00203187,2.417e-05,0.07672275,0.08637132,0.06707418,0.25151782,0.00269557,0.04084245,1.73782199,16535700.0,1.138e-05,29.0,Fear,2658.68994141,7167.20996094,1232.5,67.58999634,24.15999985,3.0769999,96.36000061,51059798.1087004,7182852313938.001,253002.0,503384.0,744611642.283238,11721332.382434,115151.13243403,17343437.5,2018,10,4,0
2018-10-27,ADA,Cardano,0.073687,0.073792,0.072868,0.072886,0.072886,10316000,-0.01121918,-0.04527002,-0.15249827,-0.01128259,0.074453,0.07848517,0.09129649,0.07494422,0.07699725,49.27027599,-0.00205303,-0.0020361,-1.692e-05,0.07613415,0.08516071,0.06710759,0.23712251,0.00258879,0.03785309,1.26774159,15100285.71428572,1.125e-05,33.0,Fear,2658.68994141,7167.20996094,1232.5,67.58999634,24.15999985,3.0769999,96.36000061,48560367.4320507,7182852313938.001,233749.0,418914.0,380002708.052395,11140721.6138833,85334.11388334,17345137.5,2018,10,5,1
2018-10-28,ADA,Cardano,0.07303,0.073296,0.072361,0.073166,0.073166,11226100,0.00384162,-0.0356781,-0.1293079,0.00383426,0.07406629,0.07812297,0.09039737,0.07467065,0.07671345,57.02076486,-0.0020428,-0.00203744,-5.36e-06,0.0754621,0.08310024,0.06782396,0.20243643,0.002437,0.03773985,1.27792033,14186842.85714286,1.128e-05,35.0,Fear,2658.68994141,7167.20996094,1232.5,67.58999634,24.15999985,3.0769999,96.36000061,49988613.5329934,7182852313938.001,219860.0,403764.0,458829452.673475,11312884.7907702,105772.29077024,17346887.5,2018,10,6,1
2018-10-29,ADA,Cardano,0.073042,0.073215,0.068899,0.069627,0.069627,21315700,-0.04836941,-0.08114708,-0.17704415,-0.04957835,0.07318786,0.07762367,0.08957881,0.0738947,0.07618853,30.71289938,-0.00229383,-0.00208872,-0.00020511,0.0746256,0.08075535,0.06849585,0.16427999,0.00211307,0.03854678,6.19874763,14821700.0,1.099e-05,34.0,Fear,2641.25,7050.29003906,1224.5,67.04000092,24.70000076,3.08699989,96.58000183,52130982.6844074,7182852313938.001,269754.0,495174.0,894864910.1439419,11701707.396594,123938.64659398,17348712.5,2018,10,0,0
2018-10-30,ADA,Cardano,0.069632,0.070024,0.069226,0.069647,0.069647,11418800,0.00028721,-0.06818034,-0.18249896,0.00028717,0.07245986,0.0771054,0.0887871,0.07324121,0.07570397,25.08684919,-0.00246276,-0.00216353,-0.00029923,0.073874,0.0782484,0.0694996,0.11842871,0.00201057,0.03848594,1.14578071,13494300.0,1.1e-05,31.0,Fear,2682.62988281,7161.64990234,1222.59997559,66.18000031,23.35000038,3.1099999,97.01000214,54987474.8862927,7182852313938.001,283327.0,505404.0,627295099.087327,12343537.160952,118280.910952,17350637.5,2018,10,1,0
2018-10-31,ADA,Cardano,0.069723,0.069829,0.067883,0.069705,0.069705,16366000,0.00083281,-0.06210896,-0.17478597,0.00083246,0.07180043,0.07661327,0.08809559,0.07269718,0.0752596,14.47285498,-0.00256243,-0.00224331,-0.00031912,0.0738123,0.07839104,0.06923356,0.12406452,0.00192322,0.03850863,2.79176844,13810671.42857143,1.103e-05,32.0,Fear,2711.73999023,7305.89990234,1212.30004883,65.30999756,21.22999954,3.15899992,97.12999725,58201028.6134137,7182852313938.001,288283.0,510367.0,803653185.5373812,12904937.9077428,104562.90774283,17352675.0,2018,10,2,0
2018-11-01,ADA,Cardano,0.069698,0.071464,0.069119,0.070867,0.070867,11256600,0.01667025,-0.04050958,-0.14126626,0.01653283,0.071373,0.07622467,0.08743572,0.07241561,0.07493423,28.07939623,-0.00251861,-0.00229837,-0.00022024,0.07369495,0.07845497,0.06893493,0.1291818,0.00182679,0.03859285,3.30901988,13623428.57142857,1.111e-05,29.0,Fear,2740.37011719,7434.06005859,1236.0,63.68999863,19.34000015,3.14400005,96.27999878,54988709.7918046,7183013626017.38,281941.0,505058.0,806286748.991908,12416572.2474633,111400.54956878,17354600.0,2018,11,3,0
2018-11-02,ADA,Cardano,0.070814,0.07304,0.070788,0.072584,0.072584,18823400,0.0242285,-0.01531608,-0.10156081,0.02393965,0.07121171,0.07595117,0.08682502,0.07244152,0.07476013,34.85751754,-0.00231862,-0.00230242,-1.62e-05,0.073669,0.07844823,0.06888977,0.12974877,0.00184222,0.03882088,3.10260869,14388942.85714286,1.136e-05,36.0,Fear,2723.06005859,7356.99023438,1230.90002441,63.13999939,19.51000023,3.21399999,96.54000092,51070835.0767129,7184404942702.0,292704.0,565269.0,870677656.724169,11791348.731355,118011.23135497,17356387.5,2018,11,4,0
2018-11-03,ADA,Cardano,0.072561,0.072621,0.070822,0.071479,0.071479,14948900,-0.01522378,-0.01930408,-0.12084275,-0.01534085,0.07101072,0.07562367,0.08615567,0.07229344,0.07451709,28.55252963,-0.00222365,-0.00228666,6.302e-05,0.0736783,0.07843875,0.06891785,0.12922258,0.00183186,0.0388317,2.51682632,15050785.71428572,1.124e-05,36.0,Fear,2723.06005859,7356.99023438,1230.90002441,63.13999939,19.51000023,3.21399999,96.54000092,57499331.7996558,7184404942702.0,249564.0,453208.0,366071278.717674,12840788.9076941,86132.66238456,17358400.0,2018,11,5,1
2018-11-04,ADA,Cardano,0.071492,0.077307,0.071291,0.076229,0.076229,52924200,0.06645306,0.04186372,-0.08147869,0.06433825,0.07144829,0.07539827,0.08555207,0.07289891,0.0746439,51.13969811,-0.00174499,-0.00217833,0.00043334,0.0737503,0.0786237,0.0688769,0.13215949,0.00212343,0.04058151,7.8920112,21007657.14285714,1.196e-05,41.0,Fear,2723.06005859,7356.99023438,1230.90002441,63.13999939,19.51000023,3.21399999,96.54000092,44285199.6469399,7184404942702.0,229291.0,418053.0,525975032.809028,9959012.66897705,83475.16897705,17359950.0,2018,11,6,1
2018-11-05,ADA,Cardano,0.075961,0.07888,0.074745,0.076148,0.076148,34358100,-0.00106253,0.09365622,-0.06340476,-0.00106309,0.07237986,0.07522643,0.08500507,0.07339877,0.07475531,51.19215497,-0.00135654,-0.00201397,0.00065743,0.073767,0.07867236,0.06886164,0.1329961,0.00232129,0.04044388,5.43021162,22870857.14285714,1.186e-05,42.0,Fear,2738.31005859,7328.85009766,1229.80004883,63.09999847,19.95999908,3.20099998,96.34999847,51070835.0767129,7184404942702.0,293239.0,531376.0,749362381.010526,11736833.1320736,118822.4203139,17361737.5,2018,11,0,0
2018-11-06,ADA,Cardano,0.076337,0.080952,0.076337,0.080952,0.080952,49473200,0.06308767,0.16231861,-0.04377606,0.06117757,0.07399486,0.0751029,0.08464062,0.07456081,0.07521433,66.0248827,-0.00065352,-0.00174188,0.00108836,0.0739442,0.07960174,0.06828667,0.15302175,0.00244536,0.04136437,5.70091063,28307200.0,1.253e-05,42.0,Fear,2755.44995117,7375.95996094,1223.80004883,62.20999908,19.90999985,3.21399999,96.31999969,45713754.4742605,7184404942702.0,285451.0,519342.0,750361150.52447,10388473.3176845,123104.56768455,17363337.5,2018,11,1,0
2018-11-07,ADA,Cardano,0.08102,0.08131,0.078017,0.078544,0.078544,36852900,-0.02974609,0.12680577,-0.09309875,-0.03019748,0.07525757,0.07483413,0.08414103,0.0751736,0.07546097,59.88575244,-0.00028736,-0.00145098,0.00116361,0.07411485,0.08011843,0.06811128,0.16200734,0.00257329,0.04142364,4.19255479,31233900.0,1.203e-05,48.0,Neutral,2813.88989258,7570.75,1226.19995117,61.66999817,16.36000061,3.21300006,96.0,46428031.8879208,7184404942702.0,293734.0,522948.0,854471221.9381899,10876602.4539338,133696.20877152,17364962.5,2018,11,2,0
2018-11-08,ADA,Cardano,0.078391,0.079424,0.076263,0.076493,0.076493,32149600,-0.0261127,0.07938815,-0.11422346,-0.02645969,0.07606129,0.07450533,0.08369812,0.07537659,0.07553742,55.7390712,-0.00016083,-0.00119295,0.00103212,0.0741477,0.08019794,0.06809746,0.16319418,0.00271464,0.04163939,4.13240182,34218614.28571428,1.185e-05,51.0,Neutral,2806.83007812,7530.87988281,1222.90002441,60.66999817,16.71999931,3.23399997,96.63999939,43213783.5264494,7184404942702.0,277597.0,498004.0,773348007.4731649,9902899.04333268,135561.54333268,17366475.0,2018,11,3,0
2018-11-09,ADA,Cardano,0.076324,0.077429,0.073912,0.074226,0.074226,23756800,-0.02963674,0.02262201,-0.12344266,-0.03008478,0.07629586,0.0741569,0.08327353,0.07519958,0.07544027,51.02318064,-0.0002407,-0.0010025,0.0007618,0.0740419,0.08000393,0.06807987,0.16104487,0.00287436,0.0418178,4.7382244,34923385.71428572,1.162e-05,47.0,Neutral,2781.01000977,7406.89990234,1206.40002441,60.18999863,17.36000061,3.18899989,96.91000366,45356615.7674304,7184404942702.0,283896.0,541364.0,836981702.027843,10262802.9310726,142896.68107262,17368062.5,2018,11,4,0
2018-11-10,ADA,Cardano,0.074167,0.075992,0.074056,0.075221,0.075221,15012100,0.01340504,0.05235107,0.06036179,0.01331599,0.07683043,0.07429963,0.0828541,0.07520287,0.07542403,54.62615281,-0.00022116,-0.00084623,0.00062507,0.0740093,0.0799362,0.0680824,0.16016645,0.00294664,0.02626708,2.57375402,34932414.28571428,1.174e-05,52.0,Neutral,2781.01000977,7406.89990234,1206.40002441,60.18999863,17.36000061,3.18899989,96.91000366,46785170.594751,7184404942702.0,252499.0,448643.0,384259934.959002,10836466.3614449,107203.86144495,17369700.0,2018,11,5,1
2018-11-11,ADA,Cardano,0.075165,0.077373,0.074438,0.076481,0.076481,23663500,0.01675061,0.00330584,0.04462258,0.01661186,0.07686643,0.07440853,0.08256044,0.07539951,0.07550232,56.32223727,-0.00010282,-0.00069755,0.00059473,0.07404455,0.08002385,0.06806525,0.16150545,0.0030895,0.02582388,3.83755414,30752314.28571428,1.193e-05,54.0,Neutral,2781.01000977,7406.89990234,1206.40002441,60.18999863,17.36000061,3.18899989,96.91000366,52142251.1972034,7184404942702.0,246991.0,422963.0,384049108.093398,11660743.772251,89656.27225096,17371525.0,2018,11,6,1
2018-11-12,ADA,Cardano,0.076818,0.077216,0.074949,0.076001,0.076001,20975100,-0.00627602,-0.00193045,0.0396427,-0.0062958,0.07684543,0.07450513,0.0823531,0.07549204,0.07553926,63.76198679,-4.722e-05,-0.00056748,0.00052026,0.07410745,0.08014388,0.06807102,0.16291021,0.00294314,0.02585756,2.98285938,28840457.14285714,1.193e-05,52.0,Neutral,2726.2199707,7200.87011719,1201.30004883,59.93000031,20.45000076,3.18600011,97.54000092,49999418.9562224,7184404942702.0,300006.0,510342.0,752483811.2819939,11404614.5659448,123252.06594484,17373275.0,2018,11,0,0
2018-11-13,ADA,Cardano,0.075883,0.075965,0.073252,0.073603,0.073603,20329300,-0.0315523,-0.09078227,0.0324015,-0.0320608,0.07579557,0.07458213,0.08211491,0.07520142,0.07539584,57.74591999,-0.00019441,-0.00049287,0.00029845,0.07407155,0.08011117,0.06803193,0.16307535,0.0030825,0.02613335,3.6859943,24677042.85714286,1.157e-05,56.0,Greed,2722.17993164,7200.87011719,1199.19995117,55.68999863,20.02000046,3.14499998,97.30000305,42856644.8196192,7184404942702.0,279160.0,491741.0,807686927.071364,9557212.46284918,113756.21284918,17374775.0,2018,11,1,0
2018-11-14,ADA,Cardano,0.073439,0.073441,0.0618,0.064824,0.064824,54964400,-0.11927499,-0.17467914,-0.13324155,-0.12700984,0.07383557,0.07424997,0.08177594,0.0736049,0.07461274,42.87590609,-0.00100784,-0.00059586,-0.00041198,0.0736198,0.08094181,0.06629779,0.19891422,0.00378657,0.03373201,17.95785429,27264400.0,1.13e-05,49.0,Neutral,2701.58007812,7136.39013672,1207.90002441,56.25,21.25,3.11999989,96.80000305,48213725.4220716,7184404942702.0,292755.0,524970.0,1181029259.22239,10486098.1233794,157433.38974417,17376462.5,2018,11,2,0
2018-11-15,ADA,Cardano,0.064847,0.065245,0.05825,0.063543,0.063543,60267800,-0.01976121,-0.16929657,-0.16185667,-0.01995907,0.07198557,0.07384093,0.08126101,0.07205691,0.07379276,39.34721597,-0.00173585,-0.00082386,-0.00091199,0.0731113,0.08170773,0.06451487,0.23516001,0.00411871,0.03365806,11.00829949,31281285.71428572,1.125e-05,28.0,Fear,2730.19995117,7259.02978516,1212.80004883,56.45999908,19.97999954,3.11800003,96.93000031,45356615.7674304,7184404942702.0,291525.0,523899.0,2667893505.4359,8932985.47548184,211450.96912538,17378050.0,2018,11,3,0
2018-11-16,ADA,Cardano,0.063242,0.064053,0.060242,0.061151,0.061151,27544700,-0.03764376,-0.17615119,-0.21001704,-0.03837059,0.07011771,0.07329903,0.08083174,0.07037908,0.07285633,33.69090495,-0.00247725,-0.00115454,-0.00132271,0.07252455,0.08265144,0.06239766,0.2792678,0.00423007,0.03377365,6.2321106,31822414.28571428,1.097e-05,23.0,Extreme Fear,2736.27001953,7247.87011719,1220.80004883,56.45999908,18.13999939,3.07399988,96.47000122,44946674.6331138,7175974755379.84,283124.0,533315.0,1082196428.0914,8908268.51787117,204226.14266964,17379625.0,2018,11,4,0
2018-11-17,ADA,Cardano,0.061062,0.061062,0.059554,0.060675,0.060675,17926300,-0.00778405,-0.19337689,-0.19241059,-0.00781451,0.06803971,0.07281717,0.08036772,0.06888614,0.07195401,34.30654588,-0.00306787,-0.0015372,-0.00153066,0.0719,0.08331864,0.06048137,0.31762545,0.00421564,0.03351736,2.48537497,32238728.57142857,1.092e-05,24.0,Extreme Fear,2736.27001953,7247.87011719,1220.80004883,56.45999908,18.13999939,3.07399988,96.47000122,47956936.4976083,6653303141406.0,262649.0,428640.0,490284413.21537507,10338423.7285062,120442.47850618,17381437.5,2018,11,5,1
2018-11-18,ADA,Cardano,0.060803,0.062933,0.060803,0.061916,0.061916,16669400,0.02045327,-0.19043944,-0.183554,0.02024691,0.065959,0.07235317,0.08001386,0.06781381,0.07121045,26.8495517,-0.00339664,-0.00190909,-0.00148755,0.07151445,0.08374789,0.05928101,0.34212487,0.00394721,0.03376037,3.44014151,31239571.42857143,1.101e-05,26.0,Fear,2736.27001953,7247.87011719,1220.80004883,56.45999908,18.13999939,3.07399988,96.47000122,40680711.6496954,6653303141406.0,239803.0,393876.0,353784045.651087,8599720.95927254,99772.92114209,17382975.0,2018,11,6,1
2018-11-19,ADA,Cardano,0.061903,0.061903,0.051989,0.052582,0.052582,53737000,-0.15075266,-0.30814072,-0.31123106,-0.1634048,0.06261343,0.07156117,0.07954251,0.06547046,0.06983057,20.66424528,-0.00436011,-0.00239929,-0.00196082,0.0706612,0.08553796,0.05578444,0.4210729,0.00436093,0.04411857,18.85436022,35919842.85714286,1.079e-05,28.0,Fear,2690.72998047,7028.47998047,1223.09997559,56.75999832,20.10000038,3.05699992,96.19000244,41672924.1289562,6653303141406.0,267971.0,470247.0,1021796905.51698,8462806.97951401,203451.95605032,17384550.0,2018,11,0,0
2018-11-20,ADA,Cardano,0.052658,0.052732,0.042868,0.044777,0.044777,65556800,-0.14843485,-0.39164164,-0.4098428,-0.16067927,0.05849543,0.07052463,0.07903838,0.06228685,0.06797475,8.09878287,-0.0056879,-0.00305702,-0.00263088,0.0694148,0.0882731,0.05055651,0.54335082,0.00472236,0.05172548,22.02916471,42380914.28571428,1.006e-05,21.0,Extreme Fear,2641.88989258,6908.81982422,1219.0,53.43000031,22.47999954,3.0480001,96.80999756,43657349.0874779,6653303141406.0,288450.0,543711.0,1475820951.9214997,7923554.71569229,319205.96282372,17386200.0,2018,11,1,0
2018-11-21,ADA,Cardano,0.045149,0.04823,0.043027,0.04778,0.04778,33938000,0.06706571,-0.26292732,-0.36945738,0.06491255,0.05606057,0.06959143,0.07854201,0.06005503,0.06647884,14.85079006,-0.00642382,-0.00373038,-0.00269344,0.06826045,0.08942931,0.04709159,0.62023789,0.00485879,0.05381428,10.8894961,39377142.85714286,1.038e-05,15.0,Extreme Fear,2649.92993164,6972.25,1225.80004883,54.63000107,20.79999924,3.06100011,96.70999908,34727436.7741302,6653303141406.0,254942.0,472552.0,1007014547.88543,6049615.52431331,222056.62929995,17387512.5,2018,11,2,0
2018-11-22,ADA,Cardano,0.047885,0.048532,0.044255,0.044255,0.044255,18689900,-0.07377564,-0.30354248,-0.40790445,-0.07663878,0.05330514,0.06857517,0.07798843,0.05762425,0.06483263,14.36688073,-0.00720838,-0.00442598,-0.0027824,0.066844,0.09044603,0.04324197,0.70618239,0.0049385,0.05496151,9.66444945,33437442.85714286,1.014e-05,14.0,Extreme Fear,2649.92993164,6972.25,1225.80004883,54.63000107,20.79999924,3.06100011,96.70999908,40349974.1566084,6653303141406.0,266116.0,467175.0,662090854.575515,6996199.90465438,174768.65465437,17389037.5,2018,11,3,0
2018-11-23,ADA,Cardano,0.044062,0.044662,0.041671,0.043412,0.043412,24258500,-0.01904869,-0.29008522,-0.41588516,-0.01923245,0.050771,0.06754487,0.07742321,0.05543775,0.06324592,14.83384147,-0.00780816,-0.00510241,-0.00270575,0.06544065,0.09112785,0.03975345,0.78505322,0.00490093,0.0549168,6.88979621,32967985.71428572,9.99e-06,12.0,Extreme Fear,2632.56005859,6938.97998047,1221.0,50.41999817,21.52000046,3.0539999,96.91999817,41342186.6358693,6653303141406.0,275261.0,479022.0,740000744.408572,6900149.06328676,158280.31328676,17390600.0,2018,11,4,0
2018-11-24,ADA,Cardano,0.04342,0.044301,0.036933,0.038458,0.038458,25740400,-0.11411589,-0.36616396,-0.47930514,-0.12116914,0.04759714,0.06636483,0.07681343,0.05282548,0.06140978,11.52163567,-0.00858429,-0.00579879,-0.0027855,0.0635521,0.09136556,0.03573864,0.87529623,0.00528893,0.0579961,19.15855789,34084285.71428572,9.91e-06,15.0,Extreme Fear,2632.56005859,6938.97998047,1221.0,50.41999817,21.52000046,3.0539999,96.91999817,47295461.5114344,6653303141406.0,250017.0,406861.0,398983130.753916,7770115.71803217,130799.9634625,17392387.5,2018,11,5,1
2018-11-25,ADA,Cardano,0.038628,0.038836,0.032798,0.037725,0.037725,40704000,-0.01905973,-0.39070675,-0.48821778,-0.01924371,0.04414129,0.06516523,0.07611856,0.05050233,0.05965535,8.98315766,-0.00915302,-0.00646963,-0.00268338,0.06163095,0.09104312,0.03221878,0.95446113,0.00551057,0.05787866,16.00529806,37517800.0,9.41e-06,9.0,Extreme Fear,2632.56005859,6938.97998047,1221.0,50.41999817,21.52000046,3.0539999,96.91999817,42003661.6220432,6653303141406.0,239256.0,410530.0,618633300.615613,6188075.90968278,120650.13171437,17393975.0,2018,11,6,1
2018-11-26,ADA,Cardano,0.037761,0.039378,0.034117,0.035806,0.035806,31641100,-0.05086816,-0.31904453,-0.50873966,-0.05220756,0.04174471,0.06392923,0.0753444,0.04824136,0.05788873,8.71762745,-0.00964737,-0.00710518,-0.00254219,0.05937365,0.08946414,0.02928316,1.01359733,0.00572443,0.05809123,14.69306879,34361242.85714286,9.47e-06,17.0,Extreme Fear,2673.44995117,7081.85009766,1220.19995117,51.63000107,18.89999962,3.07200003,97.06999969,36711861.7326519,6653303141406.0,257062.0,469613.0,736626813.699038,5473562.85458386,146444.34278403,17395362.5,2018,11,0,0
2018-11-27,ADA,Cardano,0.035682,0.036982,0.034029,0.036461,0.036461,17966300,0.018293,-0.18572033,-0.50166743,0.0181277,0.04055671,0.06270573,0.07457764,0.04642899,0.05630149,10.43673273,-0.0098725,-0.00765864,-0.00221385,0.0572695,0.08760019,0.02693881,1.05922662,0.005739,0.05838267,8.09906589,27562600.0,9.54e-06,11.0,Extreme Fear,2682.16992188,7082.70019531,1211.19995117,51.56000137,19.02000046,3.05500007,97.37000275,43326611.594391,6653303141406.0,268533.0,462322.0,846867046.1775111,6208586.79845478,138343.08695235,17397000.0,2018,11,1,0
2018-11-28,ADA,Cardano,0.03651,0.044108,0.03651,0.042021,0.042021,47624500,0.15249169,-0.12053162,-0.39648415,0.14192629,0.039734,0.06178553,0.07392721,0.04575084,0.05524368,23.92214459,-0.00949283,-0.00802548,-0.00146735,0.0555459,0.08518699,0.02590481,1.06726489,0.00544214,0.06544336,18.08143954,29517814.28571428,9.87e-06,14.0,Extreme Fear,2743.79003906,7291.58984375,1221.40002441,50.29000092,18.48999977,3.04399991,96.79000092,39027024.1842606,6653303141406.0,254456.0,454764.0,807058144.1896101,6083835.51046033,157616.64666902,17398475.0,2018,11,2,0
2018-11-29,ADA,Cardano,0.042269,0.044518,0.039716,0.041866,0.041866,39544072,-0.00368859,-0.05398258,-0.39888292,-0.00369541,0.03939271,0.0608595,0.07325688,0.04515317,0.05425274,24.55452851,-0.00909956,-0.0082403,-0.00085926,0.0539279,0.08279842,0.02505738,1.07070823,0.0052855,0.06541147,11.46992713,32496981.71428572,9.78e-06,18.0,Extreme Fear,2737.80004883,7273.08007812,1224.09997559,51.45000076,18.79000092,3.03500009,96.77999878,34727436.7741302,6653303141406.0,246226.0,461335.0,916066338.214875,5723625.76989976,190219.86324857,17399787.5,2018,11,3,0
2018-11-30,ADA,Cardano,0.041984,0.042309,0.037721,0.038916,0.038916,28861639,-0.07046294,-0.10356585,-0.44170435,-0.0730686,0.03875043,0.0598332,0.07250231,0.04419361,0.05311668,24.23701831,-0.00892307,-0.00837685,-0.00054622,0.05211265,0.07989078,0.02433452,1.06608022,0.005341,0.06610595,11.78949678,33154573.0,9.69e-06,19.0,Extreme Fear,2760.16992188,7330.54003906,1220.19995117,50.93000031,18.06999969,3.01300001,97.26999664,33404486.8017824,6653303141406.0,250157.0,460123.0,1613578163.501,5401820.88924666,166217.25986488,17401050.0,2018,11,4,0
2018-12-01,ADA,Cardano,0.038991,0.042521,0.038157,0.041468,0.041468,19314340,0.06557711,0.07826713,-0.41484757,0.06351654,0.03918043,0.05885323,0.07180271,0.04377428,0.05225382,28.76694208,-0.00847953,-0.00839739,-8.214e-05,0.050362,0.07600495,0.02471905,1.01834511,0.00553864,0.06752854,10.52377487,32236564.42857143,9.84e-06,13.0,Extreme Fear,2760.16992188,7330.54003906,1220.19995117,50.93000031,18.06999969,3.01300001,97.26999664,41011449.1427823,6653303141406.0,241847.0,420225.0,689975479.91139,6537919.26876445,127200.31435533,17402600.0,2018,12,5,1
2018-12-02,ADA,Cardano,0.04135,0.043286,0.04069,0.041672,0.041672,23206023,0.00491947,0.1046255,-0.42587902,0.00490741,0.03974429,0.05782283,0.07111454,0.04345086,0.05146998,27.09539987,-0.00801912,-0.00832174,0.00030261,0.04864555,0.07150736,0.02578373,0.9399345,0.00556279,0.06721093,6.22959882,29736853.42857143,1.007e-05,15.0,Extreme Fear,2760.16992188,7330.54003906,1220.19995117,50.93000031,18.06999969,3.01300001,97.26999664,37704074.2119128,6653303141406.0,222673.0,364379.0,348205860.313343,5968275.42689432,95712.92689432,17404025.0,2018,12,6,1
2018-12-03,ADA,Cardano,0.041874,0.041884,0.038027,0.038671,0.038671,21282053,-0.07201471,0.08001457,-0.45898793,-0.0747394,0.04015357,0.05672923,0.07037461,0.04271549,0.05052191,31.62788382,-0.00780641,-0.00821867,0.00041226,0.04689895,0.06688975,0.02690815,0.85250527,0.00512921,0.06798519,9.97388607,28256989.57142857,9.93e-06,17.0,Extreme Fear,2790.37011719,7441.50976562,1233.90002441,52.95000076,16.44000053,2.9920001,97.04000092,35101305.9820655,6194015746026.25,240652.0,426800.0,1239335737.26842,5738092.55036062,122213.99886103,17405450.0,2018,12,0,0
2018-12-04,ADA,Cardano,0.038557,0.039842,0.037387,0.037699,0.037699,23563420,-0.02513518,0.03395408,-0.50545068,-0.02545647,0.04033043,0.0554449,0.0698205,0.04194372,0.04957206,38.59343808,-0.00762834,-0.0081006,0.00047227,0.0455427,0.06403763,0.02704777,0.81220159,0.0046,0.06607205,6.5121088,29056578.14285714,9.53e-06,12.0,Extreme Fear,2700.06005859,7158.43017578,1241.09997559,53.25,20.73999977,2.92400002,96.97000122,38734427.5898666,5646403851535.0,270189.0,492965.0,2465252204.48521,7036398.75283324,126248.69089728,17407175.0,2018,12,1,0
2018-12-05,ADA,Cardano,0.037659,0.037714,0.034251,0.034251,0.034251,26250706,-0.09146127,-0.18490751,-0.55020487,-0.09591776,0.03922043,0.05404833,0.06921589,0.04076023,0.04843717,28.50560688,-0.00767694,-0.00801587,0.00033893,0.0440781,0.06115617,0.02700003,0.77490027,0.00447571,0.06722238,10.11065366,26003179.0,9.12e-06,19.0,Extreme Fear,2700.06005859,7158.43017578,1241.09997559,53.25,20.73999977,2.92400002,96.97000122,36488953.5266859,5646403851535.0,256501.0,438438.0,1409782758.74234,6291958.87095126,100121.37095126,17408800.0,2018,12,2,0
2018-12-06,ADA,Cardano,0.034318,0.035501,0.030798,0.030798,0.030798,27195357,-0.10081461,-0.2643673,-0.61955235,-0.10626605,0.03763929,0.05237653,0.06862494,0.03922758,0.04713056,28.57097095,-0.00790298,-0.00799329,9.031e-05,0.04256045,0.0586143,0.0265066,0.75440211,0.00450614,0.06662894,15.27047304,24239076.85714286,8.75e-06,13.0,Extreme Fear,2695.94995117,7188.25976562,1238.09997559,51.49000168,21.19000053,2.87599993,96.80999756,37892374.8161739,5646403851535.0,279654.0,480400.0,1426379105.59656,6343227.25560129,105202.25560129,17410487.5,2018,12,3,0
2018-12-07,ADA,Cardano,0.030797,0.030797,0.027393,0.029864,0.029864,31750703,-0.03032662,-0.23260354,-0.61977999,-0.03079598,0.03634614,0.05075387,0.06808749,0.03778703,0.04585156,28.48840679,-0.00806453,-0.00800754,-5.699e-05,0.0410199,0.05560032,0.02643948,0.71089476,0.00453571,0.06662841,11.39833543,24651800.28571428,8.73e-06,11.0,Extreme Fear,2633.08007812,6969.25,1246.80004883,52.61000061,23.22999954,2.8499999,96.51000214,31998005.4003246,5646403851535.0,253890.0,495221.0,751100109.531282,4960658.03065221,106408.03065222,17411912.5,2018,12,4,0
