date,symbol,name,open,high,low,close,adj_close,volume,return_1d,return_7d,return_30d,log_return_1d,sma_7,sma_30,sma_90,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,bb_mid_20,bb_upper,bb_lower,bb_width,atr_14,volatility_30d,hl_range_pct,volume_sma_7,close_btc_ratio,feargreed_value,feargreed_class,mkt_sp500,mkt_nasdaq,mkt_gold,mkt_oil,mkt_vix,mkt_us10y,mkt_dxy,btc_hashrate_thps,btc_difficulty,btc_n_transactions,btc_active_addresses,btc_est_tx_volume_usd,btc_miner_revenue_usd,btc_tx_fees_usd,btc_circulating_supply,year,month,day_of_week,is_weekend
2019-10-17,ETH,Ethereum,175.90689087,178.89955139,174.56582642,178.02835083,178.02835083,6737237423,0.01144711,-0.07112251,-0.14659212,0.01138209,181.12575858,185.35946808,193.89056396,181.30367645,182.74563086,52.45963405,-1.44195441,-1.42690613,-0.01504827,180.03178253,191.46388478,168.59968029,0.12700093,7.25617436,0.0444537,2.43428923,7541784767.714286,0.0219682,40.0,Fear,2997.94995117,8156.85009766,1492.30004883,53.93000031,13.78999996,1.75699997,97.61000061,96995361.6198175,13008091666972.0,334105.0,528543.0,1260759811.25633,15858419.0770184,207217.55405663,17997987.5,2019,10,3,0
2019-10-18,ETH,Ethereum,177.98855591,178.17979431,171.00505066,173.62133789,173.62133789,7566257807,-0.02475456,-0.04901333,-0.17867995,-0.0250661,179.84742301,184.10041148,193.27392086,180.12177821,182.06975731,47.20301308,-1.94797909,-1.53112073,-0.41685837,179.98420486,191.51941962,168.44899011,0.1281803,7.41237095,0.04445313,4.13240892,7318604030.142857,0.0217756,40.0,Fear,2986.19995117,8089.54003906,1488.19995117,53.77999878,14.25,1.74699998,97.27999878,103461719.061139,13008091666972.0,339390.0,518606.0,1046146449.48076,16329289.2152908,198614.21529076,17999987.5,2019,10,4,0
2019-10-19,ETH,Ethereum,173.64944458,175.60823059,172.2154541,172.9130249,172.9130249,6551453871,-0.00407964,-0.04376357,-0.21858117,-0.00408799,178.71690587,182.48815053,192.68816817,179.01273924,181.39148083,47.14434416,-2.37874159,-1.7006449,-0.67809669,180.10468216,191.26728636,168.94207796,0.12395685,7.32302094,0.04334987,1.96212893,7183907606.0,0.02164508,41.0,Fear,2986.19995117,8089.54003906,1488.19995117,53.77999878,14.25,1.74699998,97.27999878,91822275.6667605,13008091666972.0,304736.0,486396.0,393045996.90005094,14484979.8988221,146309.78150849,18001762.5,2019,10,5,1
2019-10-20,ETH,Ethereum,172.97476196,176.71868896,171.21072388,175.53437805,175.53437805,6801091120,0.01515995,-0.03592347,-0.19498125,0.01504619,177.78250994,181.07096151,192.22121667,178.47760675,180.95762137,52.07884427,-2.48001462,-1.85651884,-0.62349577,179.88779068,191.23643332,168.53914804,0.12617468,7.2832489,0.04353632,3.13782699,7193608869.857143,0.02134915,37.0,Fear,2986.19995117,8089.54003906,1488.19995117,53.77999878,14.25,1.74699998,97.27999878,94408818.643289,13008091666972.0,289796.0,437713.0,335445114.082607,14984777.0324384,127115.42306344,18003587.5,2019,10,6,1
2019-10-21,ETH,Ethereum,175.52474976,177.74172974,173.28775024,174.92098999,174.92098999,6815820627,-0.0034944,-0.06439805,-0.1883627,-0.00350052,176.0625218,179.71778768,191.80113305,177.93043494,180.51046349,43.97795371,-2.58002855,-2.00122078,-0.57880776,179.766819,191.2801785,168.2534595,0.12809215,6.82792337,0.04353307,2.54628075,7127794573.857143,0.02121869,37.0,Fear,3006.7199707,8162.99023438,1482.40002441,53.31000137,14.0,1.79200006,97.33000183,102815083.317007,13008091666972.0,351791.0,545843.0,949795298.925235,16722180.4358311,171805.43583113,18005575.0,2019,10,0,0
2019-10-22,ETH,Ethereum,174.90505981,175.65002441,172.26623535,172.30085754,172.30085754,6990951966,-0.01497895,-0.05019242,-0.18551349,-0.01509227,174.76177761,178.40963694,191.30396067,177.06434611,179.90234453,40.96673271,-2.83799842,-2.16857631,-0.66942211,179.34633636,191.31965572,167.37301701,0.13352176,6.6962956,0.04350545,1.96388405,7022008200.571428,0.02132911,39.0,Fear,2995.98999023,8104.29980469,1481.69995117,54.15999985,14.46000004,1.76800001,97.52999878,109281440.758328,13008091666972.0,341464.0,541300.0,996706690.8583449,17496598.3543647,182479.60436468,18007687.5,2019,10,1,0
2019-10-23,ETH,Ethereum,172.26280212,172.420578,157.46342468,162.40278625,162.40278625,9624925919,-0.05744644,-0.07732769,-0.1957125,-0.05916254,172.81738935,177.0923528,190.66823612,174.80872152,178.60608095,20.54200872,-3.79735943,-2.49433293,-1.3030265,178.70650864,192.79390887,164.6191084,0.15765962,6.79094587,0.04396063,9.20991177,7298248390.428572,0.02161143,33.0,Fear,3004.52001953,8119.79003906,1489.90002441,55.97000122,14.01000023,1.75899994,97.47000122,109144376.317496,13069108485875.8,349320.0,544470.0,1296382266.37079,17079475.3941129,239788.59918955,18009787.5,2019,10,2,0
2019-10-24,ETH,Ethereum,162.51411438,164.14756775,160.88795471,162.16854858,162.16854858,7300917537,-0.00144233,-0.08908582,-0.03534685,-0.00144337,170.55170332,176.89427999,190.0297799,172.86407953,177.38848596,21.10529249,-4.52440643,-2.90034763,-1.6240588,177.96568604,193.87480084,162.05657123,0.17878856,6.62445722,0.02876853,2.01001555,7378774121.0,0.02164126,20.0,Extreme Fear,3010.29003906,8185.79980469,1498.90002441,56.22999954,13.71000004,1.76600003,97.62999725,90520752.8588387,13691480038694.0,303843.0,515253.0,984320293.0866729,12594197.4342478,215697.43424782,18011450.0,2019,10,3,0
2019-10-25,ETH,Ethereum,162.18971252,183.00012207,161.96601868,181.52320862,181.52320862,10358594018,0.11934904,0.04551209,0.06220575,0.1127473,171.68054199,177.24863027,189.74216766,174.19625323,177.69476171,49.14638317,-3.49850848,-3.0199798,-0.47852868,178.22427063,194.19093189,162.25760937,0.17917494,7.15139553,0.03541165,11.58755597,7777679294.0,0.02095941,24.0,Extreme Fear,3022.55004883,8243.12011719,1499.5,56.65999985,12.64999962,1.801,97.83000183,93923788.6805996,13691480038694.0,328598.0,570469.0,1334170237.65914,13909079.2686761,286760.51867608,18013175.0,2019,10,4,0
2019-10-26,ETH,Ethereum,181.66706848,195.94250488,176.13380432,179.83547974,179.83547974,13831784986,-0.00929759,0.04003432,0.0786216,-0.00934109,172.66946411,177.68557536,189.39382239,175.06382654,177.85333342,49.19077208,-2.78950688,-2.97388522,0.18437834,178.56308746,194.35488617,162.77128875,0.17687641,8.11487034,0.0351226,11.01490128,8817726596.142857,0.01945225,53.0,Neutral,3022.55004883,8243.12011719,1499.5,56.65999985,12.64999962,1.801,97.83000183,95285003.0093039,13691480038694.0,305722.0,541095.0,1256366630.61245,16769057.9170478,445087.89456538,18014925.0,2019,10,5,1
2019-10-27,ETH,Ethereum,179.93263245,188.15533447,177.68235779,184.24221802,184.24221802,10815941952,0.02450428,0.0496076,0.0545542,0.02420886,173.91344125,178.00328267,189.09353536,176.47588677,178.32658413,51.68251591,-1.85069736,-2.74924765,0.89855029,178.71588135,194.67281981,162.75894288,0.17857326,8.52302878,0.03437591,5.68435226,9391276715.0,0.01928892,50.0,Neutral,3022.55004883,8243.12011719,1499.5,56.65999985,12.64999962,1.801,97.83000183,78269823.9004996,13691480038694.0,256253.0,438755.0,721778043.423887,13879519.9511491,320039.89703004,18016362.5,2019,10,6,1
2019-10-28,ETH,Ethereum,184.39750671,187.88316345,180.2495575,182.66281128,182.66281128,10406734124,-0.00857245,0.04425896,0.04634122,-0.0086094,175.01941572,178.27294668,188.78398217,177.42772131,178.64778614,46.48235056,-1.22006483,-2.44341108,1.22334625,178.74794388,194.73539708,162.76049068,0.17888265,8.66533334,0.0344256,4.17906957,9904264357.428572,0.01973421,52.0,Neutral,3039.41992188,8325.99023438,1490.0,55.81000137,13.10999966,1.85300004,97.76000214,91201360.0231908,13691480038694.0,309611.0,540579.0,1882149479.09526,16254462.7222859,359930.91318802,18018037.5,2019,10,0,0
2019-10-29,ETH,Ethereum,182.67037964,191.84675598,182.36436462,190.34257507,190.34257507,10622761958,0.04204339,0.10471055,0.11635596,0.04118358,177.59680394,178.93424988,188.46940918,179.41462189,179.5140668,57.06798511,-0.09944491,-1.97461785,1.87517294,178.6004097,194.06873113,163.13208826,0.17321709,8.74999782,0.03482609,4.98175006,10423094356.285715,0.02018974,54.0,Neutral,3036.88989258,8276.84960938,1487.0,55.54000092,13.19999981,1.83500004,97.69000244,90520752.8588387,13691480038694.0,307953.0,527526.0,1157811408.23295,15907595.3936571,332482.89365714,18019700.0,2019,10,1,0
2019-10-30,ETH,Ethereum,190.33639526,191.11193848,181.54637146,184.69216919,184.69216919,10484902804,-0.02968545,0.13724754,0.02679659,-0.03013499,180.7810015,179.09491526,188.1014506,180.22655224,179.89762994,56.83617202,0.3289223,-1.51390982,1.84283212,178.25203476,192.76638775,163.73768177,0.16285203,8.89007786,0.03403863,5.17919469,10545948197.0,0.02006275,53.0,Neutral,3046.77001953,8303.98046875,1493.19995117,55.06000137,12.32999992,1.79799998,97.65000153,91201360.0231908,13691480038694.0,314163.0,536888.0,933497841.2553341,15935289.7344978,313077.23449782,18021375.0,2019,10,2,0
2019-10-31,ETH,Ethereum,184.79762268,188.75126648,180.06835938,183.96691895,183.96691895,9607939606,-0.00392681,0.13441799,0.03736596,-0.00393454,183.89505441,179.31579844,187.72473229,180.80199327,180.19905876,54.7748078,0.60293452,-1.09054095,1.69347547,178.32189636,192.93685461,163.70693812,0.16391659,9.20073373,0.03393361,4.71981982,10875522778.285715,0.01999731,50.0,Neutral,3037.56005859,8292.36035156,1511.40002441,54.18000031,13.22000027,1.69099998,97.34999847,89840145.6944865,13691480038694.0,293779.0,504880.0,1573437647.4765298,15460313.802921,325657.55292096,18023025.0,2019,10,3,0
2019-11-01,ETH,Ethereum,183.80369568,185.05970764,181.09449768,183.96989441,183.96989441,9145611130,1.617e-05,0.01347864,0.01803649,1.617e-05,184.24458095,179.42444458,187.29672733,181.28936268,180.47837992,58.95476136,0.81098276,-0.71023621,1.52121897,178.47905884,193.27392201,163.68419566,0.16578822,8.97148132,0.03377054,2.15535807,10702239508.571428,0.01986479,49.0,Neutral,3066.90991211,8386.40039062,1508.0,56.20000076,12.30000019,1.72800004,97.23999786,88478931.3657822,13691480038694.0,316187.0,563151.0,2074156433.79762,15476389.7763189,371297.61594441,18024650.0,2019,11,4,0
2019-11-02,ETH,Ethereum,184.01815796,185.70895386,182.79766846,183.92572021,183.92572021,8087991830,-0.00024012,0.02274435,0.04980829,-0.00024015,184.82890102,179.71532389,186.8662384,181.69495615,180.73373846,59.64025364,0.96121769,-0.37594543,1.33716312,178.57158737,193.48382825,163.65934649,0.16701695,8.9370891,0.03324191,1.58285932,9881697629.142857,0.01972453,51.0,Neutral,3066.90991211,8386.40039062,1508.0,56.20000076,12.30000019,1.72800004,97.23999786,91201360.0231908,13691480038694.0,284443.0,472031.0,736867493.36135,16052149.3645515,257824.36455153,18026325.0,2019,11,5,1
2019-11-03,ETH,Ethereum,183.99482727,185.0242157,179.81814575,182.42501831,182.42501831,8760247744,-0.00815928,-0.0098631,0.03073717,-0.00819275,184.56930106,179.89665782,186.29079386,181.8072734,180.85901845,56.15261722,0.94825496,-0.11110535,1.05936031,178.34479294,192.85228966,163.83729621,0.16269044,8.91552516,0.03324839,2.85381358,9588027028.0,0.0197529,56.0,Greed,3066.90991211,8386.40039062,1508.0,56.20000076,12.30000019,1.72800004,97.23999786,93923788.6805996,13691480038694.0,294367.0,465534.0,791930340.104973,16402669.8082591,241157.74383606,18028050.0,2019,11,6,1
2019-11-04,ETH,Ethereum,182.31903076,188.02293396,181.8216095,186.35519409,186.35519409,10551917945,0.02154406,0.0202142,0.05672578,0.02131527,185.09678432,180.23011373,185.85006663,182.50695351,181.26614257,59.63863728,1.24081094,0.15927791,1.08153303,178.5922493,193.48336906,163.70112954,0.1667611,9.04033552,0.03344,3.3276907,9608767573.857143,0.01979846,49.0,Neutral,3078.27001953,8433.20019531,1508.0,56.54000092,12.82999992,1.78600001,97.51000214,89840145.6944865,13691480038694.0,310979.0,549112.0,1333487928.85567,15941423.7726535,448652.67243905,18029700.0,2019,11,0,0
2019-11-05,ETH,Ethereum,186.30931091,191.25782776,184.33198547,189.3041687,189.3041687,10024177342,0.01582448,-0.00545546,0.09386979,0.01570058,184.94844055,180.77161458,185.43799065,183.55267892,181.86155191,64.25417541,1.69112701,0.46564773,1.22547928,179.25678253,194.83378365,163.67978141,0.17379539,9.29333932,0.03329764,3.65857885,9523255485.857143,0.02026263,54.0,Neutral,3074.62011719,8434.6796875,1480.80004883,57.22999954,13.10000038,1.86600006,97.98000336,98007431.6667126,13691480038694.0,332839.0,576664.0,2769186824.13713,17451427.0960617,409189.59606168,18031500.0,2019,11,1,0
2019-11-06,ETH,Ethereum,189.11349487,193.54725647,188.66767883,191.59384155,191.59384155,10156458684,0.01209521,0.03736852,0.05744087,0.01202264,185.93439375,181.11853129,185.11190152,184.78978087,182.58246226,78.04951502,2.20731861,0.8139819,1.39333671,179.93505707,196.44053898,163.42957516,0.18346043,8.57351249,0.03235366,2.54683428,9476334897.285715,0.0204675,53.0,Neutral,3076.7800293,8410.62988281,1490.19995117,56.34999847,12.61999989,1.81400001,97.94999695,89840145.6944865,13691480038694.0,314698.0,559293.0,1446365892.00296,15769410.013443,361228.763443,18033150.0,2019,11,2,0
2019-11-07,ETH,Ethereum,191.50430298,191.86109924,186.56700134,187.97654724,187.97654724,9081247799,-0.01888001,0.02179538,0.03271583,-0.01906052,186.50719779,181.31703084,184.86176419,185.28005262,182.98202411,73.28488445,2.29802851,1.11079122,1.18723728,180.65281754,197.25050821,164.05512686,0.18375236,8.71883283,0.03257226,2.81636086,9401093210.571428,0.02028328,54.0,Neutral,3085.17993164,8434.51953125,1464.19995117,57.15000153,12.72999954,1.926,98.13999939,91737090.3690835,13669891710442.8,324487.0,553447.0,1410260957.176,15970955.4356528,367032.92376687,18034837.5,2019,11,3,0
2019-11-08,ETH,Ethereum,187.92427063,188.815979,182.54136658,184.21147156,184.21147156,9176780911,-0.0200295,0.00131313,-0.0469845,-0.02023281,186.54170881,181.01430461,184.61151903,185.11565553,183.07309429,53.3748118,2.04256124,1.29714523,0.74541601,181.21773987,197.47179347,164.96368626,0.179387,7.66458348,0.0308077,3.4062007,9405546036.428572,0.02092152,42.0,Fear,3093.08007812,8475.30957031,1461.30004883,57.24000168,12.06999969,1.93299997,98.34999847,80936306.1161364,12720005267390.998,311441.0,541512.0,1458241138.1277797,14762408.0373763,366614.28737628,18036437.5,2019,11,4,0
2019-11-09,ETH,Ethereum,184.3117218,185.83853149,183.90223694,185.02871704,185.02871704,7277418704,0.00443645,0.00599697,-0.03459753,0.00442664,186.69927979,180.79327291,184.26636183,185.10228038,183.21795523,56.66519919,1.88432515,1.41458121,0.46974393,181.69245682,197.80154905,165.58336458,0.17732263,6.38798305,0.03079843,1.04648326,9289749875.571428,0.02099359,38.0,Fear,3093.08007812,8475.30957031,1461.30004883,57.24000168,12.06999969,1.93299997,98.34999847,91053344.3806535,12720005267390.998,306163.0,519291.0,1046596790.16888,16111246.6162539,259400.1159398,18038237.5,2019,11,5,1
2019-11-10,ETH,Ethereum,184.94335938,190.92060852,184.68678284,189.47727966,189.47727966,8752784211,0.02404255,0.03865841,0.03783538,0.02375808,187.70674569,181.023526,184.02401971,185.77535719,183.68160889,56.71167264,2.0937483,1.55041463,0.54333367,182.4202713,198.5565004,166.2840422,0.17691268,6.08518655,0.02977307,3.29001224,9288683656.571428,0.02092394,39.0,Fear,3093.08007812,8475.30957031,1461.30004883,57.24000168,12.06999969,1.93299997,98.34999847,104964271.994364,12720005267390.998,299712.0,435494.0,364320564.190368,18896479.028929,213741.528929,18040312.5,2019,11,6,1
2019-11-11,ETH,Ethereum,189.50292969,190.33842468,185.08631897,185.48963928,185.48963928,7877424106,-0.02104548,-0.00464465,0.0257871,-0.02127009,187.58309501,181.17895915,183.76602631,185.73140059,183.81553707,53.41339105,1.91586352,1.62350441,0.29235911,183.07971039,198.53842459,167.62099619,0.16887414,5.91507939,0.02999505,2.83148198,8906613108.142857,0.02117996,40.0,Fear,3087.01000977,8464.28027344,1455.5,56.86000061,12.68999958,1.94299996,98.19999695,95479548.6213797,12720005267390.998,326707.0,511673.0,718863061.19166,16881322.7128666,259985.21286662,18042200.0,2019,11,0,0
2019-11-12,ETH,Ethereum,185.56483459,187.94802856,184.1910553,186.84341431,186.84341431,7792186666,0.00729839,-0.01299894,0.02618844,0.00727188,187.23155866,181.33790131,183.76864488,185.90247962,184.03982427,45.01287227,1.86265535,1.6713346,0.19132075,184.30174179,196.37066075,172.23282283,0.13096913,5.50612095,0.02999784,2.01076034,8587757297.285714,0.02119448,39.0,Fear,3091.84008789,8486.08984375,1452.09997559,56.79999924,12.68000031,1.90900004,98.30999756,85362510.3568626,12720005267390.998,301382.0,501680.0,865205529.7798219,14989182.4021882,250157.40218816,18043887.5,2019,11,1,0
2019-11-13,ETH,Ethereum,186.94244385,189.33187866,185.9379425,188.25874329,188.25874329,7343173596,0.00757495,-0.01740713,0.00694175,0.0075464,186.75511605,181.38116252,183.76594137,186.26498172,184.35233679,55.78109982,1.91264493,1.71959666,0.19304827,185.60625153,191.82378241,179.38872064,0.066997,5.06529018,0.02963728,1.802804,8185859427.571428,0.02137297,38.0,Fear,3094.04003906,8482.09960938,1461.69995117,57.11999893,13.0,1.87,98.37000275,85362510.3568626,12720005267390.998,318945.0,555616.0,1486062566.37464,15067619.9304147,300288.6804147,18045575.0,2019,11,2,0
2019-11-14,ETH,Ethereum,188.27250671,188.63459778,184.99229431,185.99963379,185.99963379,7872664470,-0.01200002,-0.01051681,0.02532201,-0.01207261,186.47269985,181.53428141,183.77215864,186.22415897,184.47435879,53.13877467,1.74980017,1.72563736,0.02416281,185.83007278,191.7435831,179.91656247,0.06364428,4.70524706,0.02917809,1.95823153,8013204666.285714,0.02135939,41.0,Fear,3096.62988281,8479.01953125,1471.80004883,56.77000046,13.05000019,1.81500006,98.16000366,106861216.668961,12720005267390.998,350023.0,535548.0,946450282.5157012,18779474.737608,258105.98760804,18047687.5,2019,11,3,0
2019-11-15,ETH,Ethereum,186.0581665,186.25183105,179.37956238,180.5211792,180.5211792,8815678477,-0.02945411,-0.02003291,0.02560983,-0.0298966,185.94551522,181.68453725,183.71475304,185.34677746,184.18153067,45.44497798,1.16524679,1.61355925,-0.44831246,185.86435776,191.63782367,180.09089184,0.06212558,4.91289411,0.02916785,3.80690438,7961618604.285714,0.02125781,38.0,Fear,3120.45996094,8540.83007812,1467.30004883,57.72000122,12.05000019,1.83399999,98.0,99905752.8621059,12720005267390.998,325145.0,575887.0,1199132985.11859,17351278.970832,254521.85069792,18049662.5,2019,11,4,0
2019-11-16,ETH,Ethereum,180.49909973,184.15527344,179.985672,183.34835815,183.34835815,6789888120,0.0156612,-0.00908161,0.02988292,0.01553983,185.70546395,181.86187083,183.5909178,185.03932834,184.11981419,49.28964867,0.91951415,1.47475023,-0.55523608,185.81966476,191.65946079,179.97986874,0.06285445,5.00277383,0.02922946,2.27414168,7891971378.0,0.02144234,41.0,Fear,3120.45996094,8540.83007812,1467.30004883,57.72000122,12.05000019,1.83399999,98.0,93582603.9467827,12720005267390.998,283468.0,495077.0,461834641.876112,15864379.2041146,194291.70411461,18051512.5,2019,11,5,1
2019-11-17,ETH,Ethereum,183.35083008,188.19134521,182.33680725,185.11923218,185.11923218,7364325471,0.00965852,-0.02300037,0.06622397,0.00961218,185.08288574,182.24513397,183.39122111,185.05162124,184.19384515,53.29290618,0.85777608,1.3513554,-0.49357932,185.94248581,191.60331084,180.28166077,0.06088791,5.04909297,0.02884704,3.16257684,7693620129.428572,0.02158076,38.0,Fear,3120.45996094,8540.83007812,1467.30004883,57.72000122,12.05000019,1.83399999,98.0,97376493.2959766,12720005267390.998,264370.0,430853.0,342818350.321039,16582477.2990228,179533.54902277,18053437.5,2019,11,6,1
2019-11-18,ETH,Ethereum,185.04145813,186.92715454,179.17550659,180.55960083,180.55960083,7787662111,-0.02463078,-0.02657851,0.04422209,-0.02493919,184.37859453,182.50001984,183.21337874,184.36054117,183.92464187,43.02388285,0.4358993,1.16826418,-0.73236488,185.4533371,191.20326252,179.70341167,0.0620094,5.15983037,0.02925058,4.29312422,7680796987.285714,0.02172986,38.0,Fear,3122.0300293,8549.94042969,1470.90002441,57.04999924,12.46000004,1.80799997,97.79000092,88524084.8145242,12720005267390.998,304671.0,510494.0,1043917564.33598,14963381.5186087,233181.51860872,18055187.5,2019,11,0,0
2019-11-19,ETH,Ethereum,180.50245667,182.52799988,175.19711304,177.45555115,177.45555115,7536699743,-0.01719127,-0.05024455,0.01094471,-0.01734076,183.03747123,182.56405894,183.10853339,183.29823502,183.44544997,35.79094374,-0.14721495,0.90516835,-1.0523833,185.0915062,191.86311213,178.31990026,0.07317036,5.18876212,0.02932875,4.13111159,7644298855.428572,0.02162471,32.0,Fear,3120.17993164,8570.66015625,1473.30004883,55.20999908,12.85999966,1.78600001,97.86000061,92950289.0552504,12720005267390.998,327630.0,561226.0,923399726.065324,15599060.2593914,281157.51450604,18057025.0,2019,11,1,0
2019-11-20,ETH,Ethereum,177.4152832,178.9931488,175.29043579,175.698349,175.698349,7205785149,-0.00990221,-0.06671878,0.00444406,-0.00995156,181.24312919,182.58997091,182.93481598,182.12902178,182.87159063,30.69127414,-0.74256885,0.57562091,-1.31818976,184.6780777,192.64323625,176.71291915,0.08625992,5.10470036,0.02938165,2.10742618,7624671934.428572,0.02188769,32.0,Fear,3108.45996094,8526.73046875,1473.30004883,57.11000061,12.77999973,1.73800004,97.93000031,89788714.5975888,12720005267390.998,321086.0,525739.0,870969121.524629,14807093.0673851,225593.06738506,18058800.0,2019,11,2,0
2019-11-21,ETH,Ethereum,175.67359924,176.20921326,159.36512756,161.46272278,161.46272278,8546371325,-0.08102311,-0.13191914,-0.06290238,-0.0844943,177.73785618,182.22869975,182.56544393,178.94959117,181.28574857,24.39749894,-2.3361574,-0.00673475,-2.32942265,183.55271912,196.64735729,170.45808094,0.14267986,5.92969949,0.03311767,10.43218237,7720915770.857143,0.02112626,30.0,Fear,3103.54003906,8506.20996094,1463.09997559,58.58000183,13.13000011,1.77199996,97.98999786,87143254.9641945,12795789637885.701,323954.0,584765.0,1165992114.19976,13715760.945241,288483.99546771,18060512.5,2019,11,3,0
2019-11-22,ETH,Ethereum,161.50588989,163.02809143,142.34410095,150.26817322,150.26817322,12020749863,-0.0693321,-0.16758702,-0.07471924,-0.07185278,173.41599819,181.82421265,182.10965068,174.53706533,178.9881504,21.33614202,-4.45108507,-0.89560481,-3.55548025,181.86984177,201.68775339,162.05193014,0.21793511,6.95894078,0.03394159,13.76471813,8178783111.714286,0.02059434,20.0,Extreme Fear,3110.29003906,8519.87988281,1463.09997559,57.77000046,12.34000015,1.77400005,98.26999664,85127203.6530772,12973235968800.0,310539.0,607299.0,1691710108.35354,12538677.9776505,293852.97765054,18062162.5,2019,11,4,0
2019-11-23,ETH,Ethereum,150.21221924,154.1015625,147.60124207,153.41778564,153.41778564,8289198330,0.02095994,-0.16324429,-0.05396091,0.02074331,169.14020211,181.53252055,181.73826616,171.28794538,177.0940493,24.31742616,-5.80610393,-1.87770464,-3.92839929,180.41948013,203.96205522,156.87690504,0.26097598,7.28494263,0.03420807,4.23700577,8392970284.571428,0.02073831,23.0,Extreme Fear,3110.29003906,8519.87988281,1463.09997559,57.77000046,12.34000015,1.77400005,98.26999664,111568229.030169,12973235968800.0,306424.0,514757.0,1151153475.67428,16178363.034655,158369.28465501,18064325.0,2019,11,5,1
2019-11-24,ETH,Ethereum,153.43052673,153.96591187,142.83470154,142.83470154,142.83470154,7782769098,-0.06898212,-0.22841782,-0.21313257,-0.0714768,163.09955488,180.24290365,181.22610304,166.91052325,174.55631984,15.53985347,-7.64579659,-3.03132303,-4.61447356,178.24345551,206.95392386,149.53298715,0.32214892,7.63475582,0.02907777,7.79307144,8452747945.571428,0.02026623,21.0,Extreme Fear,3110.29003906,8519.87988281,1463.09997559,57.77000046,12.34000015,1.77400005,98.26999664,84482300.5950993,12973235968800.0,267368.0,436089.0,544401075.374676,11832812.5764915,121515.70275458,18065962.5,2019,11,6,1
2019-11-25,ETH,Ethereum,142.69700623,150.20796204,133.80233765,146.47653198,146.47653198,10962753356,0.02549682,-0.18876354,-0.18549703,0.0251772,158.23054504,179.13093872,180.77010159,163.76683228,172.47633555,21.02856868,-8.70950327,-4.16695908,-4.54254419,176.10207367,207.59299115,144.61115619,0.35764391,8.43143572,0.02969877,11.20017259,8906332409.142857,0.02049731,17.0,Extreme Fear,3133.63989258,8632.49023438,1456.59997559,58.00999832,11.86999989,1.76400006,98.31999969,80612882.2472322,12973235968800.0,279470.0,495578.0,1313006695.02549,11205569.8205629,229849.97962497,18067525.0,2019,11,0,0
2019-11-26,ETH,Ethereum,146.40431213,150.00476074,145.21687317,148.96507263,148.96507263,7648516297,0.01698935,-0.16054994,-0.19147156,0.01684664,154.16047668,177.95503387,180.4931583,161.48963849,170.73476052,22.33747061,-9.24512203,-5.18259167,-4.06253036,173.97063522,206.78921566,141.15205479,0.37728873,8.50507246,0.02946285,3.21410079,8922306202.571428,0.02063694,21.0,Extreme Fear,3140.52001953,8647.9296875,1459.80004883,58.40999985,11.53999996,1.74000001,98.25,78678173.0732986,12973235968800.0,321310.0,576620.0,1179814702.24228,11167150.5679495,284539.00114635,18069050.0,2019,11,1,0
2019-11-27,ETH,Ethereum,148.39682007,154.88720703,143.52560425,153.01055908,153.01055908,8778095308,0.02715728,-0.12912922,-0.16233327,0.02679507,150.91936384,176.96662547,180.3097563,160.18516474,169.42185671,25.21058434,-9.23669198,-5.99341173,-3.24328025,172.22233582,205.6196553,138.82501633,0.38783958,9.0741915,0.03010181,7.42537172,9146921939.571428,0.02031564,20.0,Extreme Fear,3153.62988281,8705.1796875,1453.40002441,58.11000061,11.75,1.76699996,98.41000366,89641525.0589222,12973235968800.0,317597.0,566552.0,1513433741.15035,12848987.4919461,245831.55724782,18070787.5,2019,11,2,0
2019-11-28,ETH,Ethereum,153.06924438,156.61358643,151.09112549,151.71757507,151.71757507,7346531960,-0.00845029,-0.0603554,-0.2029236,-0.0084862,149.52719988,175.67912547,180.11956414,158.88245863,168.11042844,25.55789504,-9.22796981,-6.64032334,-2.58764646,170.59764099,204.6933968,136.50188518,0.3997213,9.20848846,0.02875857,3.63996125,8975516316.0,0.02032901,32.0,Fear,3153.62988281,8705.1796875,1453.40002441,58.11000061,11.75,1.76699996,98.41000366,105119198.450391,12973235968800.0,309623.0,533010.0,769525352.6250471,15917751.9149121,198679.94879613,18072825.0,2019,11,3,0
2019-11-29,ETH,Ethereum,151.76860046,156.84840393,151.46043396,155.30415344,155.30415344,7503898278,0.02363983,0.03351329,-0.15911891,0.02336474,150.24662563,174.69952494,179.92883487,158.33195014,167.16181548,31.52253077,-8.82986534,-7.07823174,-1.75163359,169.11141281,203.14987403,135.07295159,0.40255664,9.10246713,0.02896842,3.46930192,8330251803.857143,0.02001021,31.0,Fear,3140.97998047,8665.46972656,1465.59997559,55.16999817,12.61999989,1.77600002,98.26999664,87706815.8849886,12973235968800.0,311290.0,543960.0,1078007992.31578,14142605.488628,259011.73862802,18074525.0,2019,11,4,0
